Android,Android App,Apple,Google,Nothing,Other Apple product or service,Other Google product or service,iPad,iPad or iPhone App,iPhone,I can't tell,Negative emotion,No emotion toward brand or product,Positive emotion,tweet_text_cleaned
1,0,0,0,0,0,0,0,0,0,0,0,0,1,I knew if I plied mention with beer and stogies last night Id weasel my way into the Team Android party tonight success SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Honestly I think everyone at sxsw owns an mention laptop truestory
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Ok nerds I totally am Bateman You want me to sign your iPad 2 sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Last year I traveled too heavythis year too light Ill get it right next year Left my iPad at home sxsw
0,0,0,0,0,0,0,1,0,0,0,1,0,0,I thought I would use my iPad a lot during SXSW but I havent even touched it once  Hmmzies
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Cool one Ill be there RT mention SXSW Friday at 5pm Doodle Google session  link
0,0,0,0,0,0,0,0,0,1,0,0,0,1,mention  Im beyond frustrated w mention after this Samsung Moment runaround amp am leaving for ATT amp iPhone so I can enjoy sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,evry day im hustlin working the mention sxsw event for mention tonight ive absolutely loved working link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Brilliant idea to have mention and mention search engine ranking session in small room Only 75 people locked out sxsw
0,1,0,0,0,0,0,0,0,0,0,0,0,1,I have no idea why this startupbus thing is so addictive link sxsw Also just added Android app
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Practical ideas on android development  Bitlyandroidhig  sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Wondering if anyone at SXSW will sell me a Verizon iPhone Bueller
0,0,0,0,1,0,0,0,0,0,0,0,1,0,mention If I show up at sxsw with my 1st gen iPad will they still let me in the door  Too funny Tim 
0,0,1,0,0,0,0,0,0,0,0,0,0,1,Hotspot If only mention data speed could keep up RT mention Also thanks to Apple for releasing iOS 43 just in time for SXSW
0,0,1,0,0,0,0,0,0,0,0,0,0,1,wondering if ppl in sxsw on friday will queue at the convention centre or the apple store xD im still figuring out wot ill do
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Wondering if the sxsw crowd made lines at Apple stores elsewhere in the US any shorter today
0,0,0,0,1,0,0,0,0,0,0,0,1,0,mention  if there is another interview disaster like last years Evan Woods one youll see alot of iPhone staring sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,mention If you were able to afford to attend sxsw or buy an iPad today consider saving a few  for Japan earthquake relief quot
0,0,0,0,1,0,0,0,0,0,0,0,1,0,mention imagines a future where Google asks you quotWhy do you want to know thatquot when you search sxsw smscifi
0,0,0,0,1,0,0,0,0,0,0,0,1,0,No launch imminent apparently so Google Circles probably wont dbut at SXSW this evening
0,1,0,0,0,0,0,0,0,0,0,0,0,1,If youre in a room full of people wgood WiFi at SXSW run FrostWire on your Android link Share pics apps vids wothers
0,1,0,0,0,0,0,0,0,0,0,0,0,1,If youre in a room full of people wgood WiFi at SXSW run FrostWire on your Android link share pics apps vids wothers
0,0,1,0,0,0,0,0,0,0,0,0,0,1,Hot spots in Austin on Gowalla right now convention cnt the Ignite party n the Apple store sxsw sxswi
0,0,0,0,1,0,0,0,0,0,0,0,1,0,If youre in Austin today please join mention mention and myself talking iPad 2 and SxSW  here link 
0,0,0,0,0,0,0,1,0,0,0,0,1,0,sxsw guy in front of me at this panel has an ipad in an etchasketch casedevice of wondeR iusxsw
0,0,1,0,0,0,0,0,0,0,0,0,0,1,For those in need of sweet Mac goodness at SXSW Apple has set up a temporary store downtown link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Currently in route to a Truther Movement music festival at Spiderhouse Google that SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,This just in mention to release new socialmedia tool at sxsw  link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,NFC to be included on iPhone 5 Maybe sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,The apple influence on ditto one button login choice with facebook sxsw UnderstandingHumans
0,0,0,0,1,0,0,0,0,0,0,0,1,0,WABISABI inspiration lab is looking for a spanishspeaking trend scout based in Austin Texas sxsw link
0,0,0,0,0,0,0,1,0,0,0,0,0,1,Zite the Intelligent iPad Magazine link lt  Deliciousness sxsw trending youneedthis
0,0,0,1,0,0,0,0,0,0,0,1,0,0,google is interested in location based tech for indoor venues  businesses convention centers etc  Tech needs to improve first  sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Hmm Very interesting RT mention Wonder if mention is putting tips from the mention API  SxSW SUxSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,TheKills interview now on mention at sxsw may be one of the most painfully vacuous interviews in history link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Cant get into my first panel today Line looks like the Apple Store SXSW link
0,0,0,0,0,0,0,0,0,1,0,0,0,1,Tim Soos invisible instruments are jaw dropping iPhoneWii controller link lovemusicapi sxsw
0,0,0,0,0,0,0,1,0,0,0,0,0,1,Rockin an iPad 2 from the downtown Apple SXSW store apple
0,0,0,0,0,0,0,1,0,0,0,0,0,1,AWESOME ipad 2 jailbreak link Grateful Dead fab5 sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Heard the iPad 2 launch at sxsw was pretty intense
0,0,0,0,0,0,0,1,0,0,0,0,0,1,New Post iPad 2 Launches to Huge Lines at Apple PopUp Shop in Austin link SXSW SXSWi
0,0,0,0,0,0,0,1,0,0,0,0,0,1,mention iPad 2 Sold Out 70 Went to New Buyers REPORT  link sxsw socialmedia tech ipad2 media
0,0,0,0,0,0,0,1,0,0,0,0,0,1,Remaining iPad 2 stock at sxsw Apple store Come get one   link
0,0,0,0,0,0,0,1,0,0,0,0,0,1,I won the iPad accessories bag Thanks mention SXSW
0,0,0,0,0,0,0,0,1,0,0,0,0,1,The sxsw iPad app is pure gold mention
0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Check out iPad Design Headaches 2 Tablets Call in the Morning at SXSW
link SXSW tapworthy"
0,0,0,0,0,0,0,1,0,0,0,0,1,0,First up iPad Design Headaches 2 Tablets Call in the Morning SXSW tapworthy
0,0,0,0,0,0,0,1,0,0,0,1,0,0,the first iPad didnt even exist here last year and I already feel like Im pulling out an antique everytime I use my iPad sxsw ipad2
0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Designing iPad Interfaces  New Navigation Schemas
SXSW UXDes"
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Designing iPad interfaces with mention UXDes SXSW  link
0,0,0,0,0,0,0,0,1,0,0,0,0,1,Turn your iPad into a physical messaging platform with Holler Gram a cheeky app we built for SXSW link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Spin Play iPad launch Party Hanging with mention and mention sxsw mention Cedar Street Courtyard link
0,0,0,0,0,0,0,1,0,0,0,1,0,0,shoot my ipad will not display any search results  will have to go through questions later osmpw sxsw
0,0,0,0,0,0,0,1,0,0,0,0,0,1,Pic of my iPadwinning performance link sxsw accordion toodamnlucky
0,0,0,0,0,0,0,0,0,1,0,0,0,1,I fear no iphone  att 3gs slowpoke network during sxsw amp sxswmusic
0,0,0,0,0,0,0,0,1,0,0,1,0,0,The SXSW iPhone app is mocking me Like I have the money to be there  COME ON
0,0,0,0,0,0,0,0,1,0,0,1,0,0,The SXSW iPhone app is one of the worst Ive had to use in a very long time
0,0,0,0,0,0,0,0,1,0,0,0,0,1,Very cool iphone app just launched at sxsw FlyPost community bulletin board w location Learn more link link
0,0,0,0,0,1,0,0,0,0,0,0,0,1,Pedicab  iPhone charger would be epic win SXSW
0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Check out iPhone Developer Meet Up at SXSW
link SXSW"
0,0,0,0,0,0,0,0,0,1,0,0,0,1,quotthe iPhone is a transient device used in short bursts the iPad is an after 8pm on the couch devicequot mention sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Fret not iPhone owners Apple to open temporary store at SXSW link via mention
0,0,0,0,0,0,0,0,1,0,0,1,0,0,Disliking iPhone twitter auto shortening links for me sxsw
0,0,0,0,0,0,0,0,0,1,0,0,0,1,mention  iPhone Clearly Positively Happily SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Clipboard is a carny ipad lowtech sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,mention is competing with mention circles on the SocialFlow board for most resonant topic here sxsw  link
0,0,0,0,0,0,0,0,0,1,0,0,0,1,Flipboard is developing an iPhone version not Android says mention sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Microsoft is going to launch IE9 at SXSW Amid all those glowing Apple logos classicaudiencemisread
0,0,0,0,0,0,0,0,0,1,0,1,0,0,my iPhone is overheating why are there so many british sounding people in texas SXSW
0,0,0,0,0,0,0,0,0,1,0,0,0,1,So link is part of my presentation at SXSW so good thing its crashing now instead of then Works best on iPhoneAndroid
0,0,0,0,1,0,0,0,0,0,0,0,1,0,hashable is rocking mention SXSW the new quotcloudquot of Business Cards No for iPhone and Android too
0,0,0,0,1,0,0,0,0,0,0,0,1,0,mention is superfriendly w google and isnt closed to acquisition amp partnership Answering very pointed s from mention sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,GameSalad is the topic of a Dutch podcast link gssxsw sxsw sxsw2011 SXSWNL
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Soo where is this Apple store at SXSW 
0,0,0,1,0,0,0,0,0,0,0,0,0,1,my sister is throwing the Google sxsw party tonigh Come link Bands food art ice cream nifty interactive sxsw
0,0,0,0,0,0,0,0,0,1,0,0,1,0,mention is walking around SXSW while staring down at my iPhone 4 Just like everyone else  ummmmditto that
0,0,0,0,0,0,0,0,0,1,0,1,0,0,My iPhone is wilting under the stress of being at sxsw
0,0,0,0,0,0,1,0,0,0,0,0,0,1,I believe it  I almost always use Google Maps on my iPhone RT mention 40 of Google Maps use is Mobile says mention sxsw
0,0,1,0,0,0,0,0,0,0,0,0,0,1,Of course it does RT mention SXSW Gets Its Own Apple Store link geeksrule
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Rumor has it that apple putting up popup store at congress6th  Strange activity on SW corner now  Could that be it  Shhh sxsw
0,0,0,0,0,0,0,0,1,0,0,0,0,1,Gotta get it RT mention Hey Taariq howdy from Texas fav sXsw app is link ltandroidor get Iphone UsGuys
0,0,0,0,1,0,0,0,0,0,0,0,1,0,mention Its not a rumor Apple is opening up a temporary store in downtown Austin for SXSW and the iPad 2 launch link fb
0,0,0,0,1,0,0,0,0,0,0,0,1,0,mention Its not a rumor Apple is opening up a temporary store in downtown Austin for SXSW and the iPad 2 launch link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,mention  Its not a rumor Apple is opening up a temporary store in downtown Austin for SXSW and the iPad 2 launch bitlyg03MZB
0,0,0,0,0,0,0,1,0,0,0,0,0,1,mention  Its bigger than an iphone and smaller than a PC so good for big events like SXSW and meeting day link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,SXSW Gets Its Own Apple Store link atx
0,0,0,0,0,0,0,1,0,0,0,0,0,1,Im a bit jealous seeing SXSW attendees with ipad2 My iPad seems so obsolete
0,0,0,0,1,0,0,0,0,0,0,0,1,0,At sxsw Join us for a drink or 2 tonight at 7pm Fado Irish Pub on 4th  link Wed love to meet
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Posterous Joins The SXSW Pile On With Posterous Events For iPhone  TechCrunch link sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Posterous Joins The SXSW Pile On With Posterous Events For iPhone link iPhone RichPearson SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,buildings just quotsprout upquot in the new google maps for mobile sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,I think I just broke mention iPhone app sxsw sorry
0,0,0,0,1,0,0,0,0,0,0,0,1,0,technews Just In Time For SXSW Foursquare Ups The Game And link Tech_News Friends_Offer iPhone SXSW The_Game tech
0,0,0,0,0,0,0,1,0,0,0,0,0,1,quotIm just learning all of these things from the screenquot A 4year olds explanation of how she instantly knew how to use an iPad sxsw
0,0,0,1,0,0,0,0,0,0,0,1,0,0,more that just location PixieEngine RT mention Google says the future is location location location link SXSW CNN
0,0,0,0,1,0,0,0,0,0,0,0,1,0,mention Just picked up my iPad 2 now back to sxsw link  So what cha think Is it worth the upgrade
0,0,0,0,1,0,0,0,0,0,0,0,1,0,At sxsw Keep a tab on all the great craftbeer youre drinking in Austin Next Pint for iPhone link
0,0,0,0,0,0,0,1,0,0,0,0,0,1,This iPad keeps me awake Thank god I bought it SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,At Google keynote by Marissa Mayer sxsw mention ACC  Ballroom D w 65 others link
0,0,0,0,0,0,0,0,0,1,0,1,0,0,iPhone I know this SXSW week will be tough on your alreadydwindling battery but so help me Jeebus if you keep correcting my curse words
0,0,0,0,1,0,0,0,0,0,0,0,1,0,sxsw Jon Kolko has had his coffee Hes from a venture accelerator link looking critically at Apples influence on edu
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to launch a new social network Circles Possibly today link SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,google to launch a social network at sxsw today
0,0,0,0,0,0,1,0,0,0,0,0,0,1,Google to launch a social network Circles at SxSW  link  Whos excited
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to launch Circles social network at sxsw link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called quotCirclesquot  link sxsw via mention mention cc mention mentionc
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles  link gt Update No preview planned at SXSW
0,0,0,1,0,0,0,0,0,0,0,0,0,1,Google to Launch Major New Social Network Called Circles  link sxsw via mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles link sxsw
0,0,0,0,0,0,1,0,0,0,0,1,0,0,Google to Launch Major New Social Network Called Circles Updated link Not launched at SXSW but soon Should I care
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles link sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles link sxsw RT mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles link sxsw
0,0,0,0,0,0,1,0,0,0,0,0,0,1,Google to Launch Major New Social Network Called Circles link sxsw  Brazils orkut users have been waiting
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles but not at SXSW by mention link via mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today  link sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxswi SXSW via mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today Updated  not today not at SXSW link via mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today Updated  did it happen sxsw link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today Updated at SXSW link
0,0,0,0,0,0,1,0,0,0,0,0,0,1,Google to Launch Major New Social Network Called Circles Possibly Today Updated by mention link sxsw
0,0,0,1,0,0,0,0,0,0,0,0,0,1,Google to Launch Major New Social Network Called Circles Possibly Today link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link via mention sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link circles sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link google circles sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw
0,0,0,0,0,0,1,0,0,0,0,0,0,1,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw  this will surely be a threat to FB
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw via mention pcbuzz
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw mention
0,0,0,0,0,0,1,0,0,0,0,0,0,1,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw Pakistan cwc2011
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw LB via mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw Via mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw via mention mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw
0,0,0,1,0,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxsw of course another social network
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link sxswquot
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link rt mention sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link via mention mention SxSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link via mention sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today mention link via mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today mention SXSW link via mention
0,0,0,1,0,0,0,0,0,0,0,0,0,1,Google to Launch Major New Social Network Called Circles Possibly Today mention sxsw sxswi  link via mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today at SXSW link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today at sxsw link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to launch major new social network called Circles possibly today at SXSW link sxsw nfusion
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today by link SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today by mention link via mention   SXSW ScreenFuture
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today by mention link via mention lt at SXSW Curious
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today by mention link via mention SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today by mention link via mention sxsw 22sxsw
0,0,0,0,0,0,1,0,0,0,0,0,0,1,Google to Launch Major New Social Network Called Circles Possibly Today by mention link via mention sxsw sxswi
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today rwwtof6BCEt sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today rwwtof6BCEt sxsw yam
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Today link SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch Major New Social Network Called Circles Possibly Todaylink sxsw
0,0,0,0,0,0,1,0,0,0,0,0,0,1,Google to launch Major New Social Network called Circles link Possibly today SXSW
0,0,0,0,0,0,1,0,0,0,0,0,0,1,Google to Launch Major New Social Network Called Circles  google circles sxsw link
0,0,0,0,0,0,1,0,0,0,0,0,0,1,Google to Launch Major New Social Network Called Circles google circles sxsw link
0,0,0,0,0,0,1,0,0,0,0,0,0,1,Google to Launch Major New Social Network Called Circles link sxsw v mention mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to launch new social network at SXSW  link google SXSW
0,0,0,1,0,0,0,0,0,0,0,0,0,1,Google to launch new social network at SXSW  CNET News link sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to launch new social network at SXSW link ACLU SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to Launch New Social Network Called Circles Possibly Today link link SXSW in
0,0,0,0,0,0,1,0,0,0,0,0,0,1,Google to launch new social network Circles linking u more closely to peeps u connect wmost possibly today mention sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to launch new social portal today at SXSW  link
0,0,0,1,0,0,0,0,0,0,0,1,0,0,Google to launch product Wait no launch but product exists  Wait product does not exist sxsw link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to launch social network quotCirclesquot  denies launch at sxsw though link google circles
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to launch social network called circles sxsw RT
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to launch social network Google Circles  at some point  but not at SXSW today     link   sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google to launch their own social network today mention sxsw Update status share videos amp photos with a Circle of friends link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Hootsuite launches new Analytics integrates with facebook google analytics Looks good hootsuite sxsw  link HootStats
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Is Google launching a new social network called Circles today at SXSW link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Is Google launching its own social network Definitely not at sxsw But rumor still has itlink  googlecircles
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Were not launching any products at SXSW but were doing plenty else Join us for H4ckers amp 80s dancing today link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Wikitude Layar FLAR tools Argon and Google Goggles augmented reality browsers tools amp apps to check out sxsw eduar
0,0,0,0,1,0,0,0,0,0,0,0,1,0,I was too lazy to google it SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Hope they leave it up after SXSW RT mention Apple Opening PopUp Store In Austin For SXSW link by mention
0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Check out Left Brain Search  Google Right Brain Search  X at SXSW
link SXSW BetterSearch"
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Check out Lightboxcom at the Team Android Choice Awards finalists announced at sxsw mention and team rock
0,0,0,0,0,0,0,0,0,1,0,1,0,0,God its like being at sxsw  have iMac MacBook iPhone and BlackBerry all staring at me Enough Time to read a book  remember those
0,0,0,0,1,0,0,0,0,0,0,0,1,0,It smells like cheese sticks RT mention quotShes the iPad DJ working the Etsy partyquot realtalk sxsw
0,0,1,0,0,0,0,0,0,0,0,1,0,0,ha seems like it gt mention The only news at SXSWi was Apples temporary iPad store sxsw wth
0,0,0,0,1,0,0,0,0,0,0,0,1,0,hows the line at sxsw Apple Store for the ipad
0,0,1,0,0,0,0,0,0,0,0,0,0,1,Theres a line at SXSW Apple Store on ipad Day 2 link
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Anyone in line at the temporary Apple Store in Austin has any idea till how late theyll be open tonight sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,People in line for iPad 2 passing time surfing on iPad 1 sxsw
0,0,0,0,0,0,0,1,0,0,0,0,0,1,Saw giant line thought it was for movie premiere It was at apple store for iPad 2 Heard more screams than at premiere SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Are there lines at the temp Apple Store in Austin yet sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Here is a list of all the music performers at SXSW link   I used jQuery to screenscrape it 
0,0,0,0,1,0,0,0,0,0,0,0,1,0,My people listening to google sxsw mention  link
0,0,0,0,0,0,1,0,0,0,0,0,0,1,Since Im listening to Googles Marissa Mayer but engaging on Twitter Im wondering what the heck happened to Google Buzz SXSW
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Location location location  link via mention from google during sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,tech One lone dude awaits iPad_2 at Apples SXSW store Apple likely expected a bigger crowd forming link technology
0,0,0,0,1,0,0,0,0,0,0,0,1,0,I bet the longest iPad lines are gonna be in Austin sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Getting a look at Googles Impact Dashboard for the first time sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Google is looking at social signals more and more for search results qagb sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,For those looking for HIGlike guidelines when designing for android link by Adam Beckley uxamandroid mention SXSW
0,0,0,1,0,0,0,0,0,0,0,0,0,1,Ive been looking forward to the googlebing qa on website ranking all week sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Radio 30 looking for new bands for our radio show Listen link link nowplaying newmusic sxsw pls RT
0,0,0,0,1,0,0,0,0,0,0,0,1,0,If anyone lost an iPhone in a cab in downtown Austin last night please hit me up sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,If anyone lost an iPhone in the back of a cab in downtown Austin around 103011p tonight please hit me up sxsw
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Theres a lot of drinking amp drawing at the Google SketchUp party sxsw
0,0,0,1,0,0,0,0,0,0,0,0,0,1,There are lots of other Google efforts helping Japan and many other global issues   RT mention RT mention wtf is up wpeople at sxsw
0,0,1,0,0,0,0,0,0,0,0,0,0,1,You gotta love mention mention unabashed Apple fanboy gtgt Before It Even Begins Apple Wins SXSW  link
0,0,1,0,0,0,0,0,0,0,0,0,0,1,So geeky Love it RT mention Apple is opening up a temporary store in downtown Austin for SXSW and the iPad 2 launch link
0,0,1,0,0,0,0,0,0,0,0,0,0,1,mention Love it mention mention sxsw quotapple comes up w cool technology no ones ever heard of because they dont go 2 conferencesquot me 2
0,0,1,0,0,0,0,0,0,0,0,0,0,1,mention Love it mention at sxsw quotapple comes up with cool technology no ones ever heard of because they dont go to conferencesquot
0,0,0,0,1,0,0,0,0,0,0,0,1,0,N33 They Love Me in This Town  link codes valid 120035959p 031411 infektd sxsw necro
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Sketchily lurking mention big boi sxsw concert on iPhone business with 8am HARD read massive announcement deadline lovemyjob mention
0,0,0,1,0,0,0,0,0,0,0,0,0,1,trying to make a detailed colour coded google calendar for SXSW is proving to be really tough also when did i get this organized
0,0,0,0,1,0,0,0,0,0,0,0,1,0,technews Man panhandling for an iPad 2 at SXSW Whats the world coming to link Tech_News iPad_2 SXSW tech
0,0,0,0,1,0,0,0,0,0,0,0,1,0,RT Hiring marketers designers creatives social media pros Come see Aquent booth 1415 SXSW trade show Might win iPad 2
0,0,1,0,0,0,0,0,0,0,0,0,0,1,I love it marketing genius SXSW RT mention Inside Apples Temporary Store in Austin link
0,0,0,0,0,0,0,1,0,0,0,0,0,1,Great vid Marty RT mention iPad2 Live Unboxing In Front Of The SXSW Apple Store VIDEO link
0,0,0,0,0,0,0,1,0,0,0,0,0,1,I think I may go iPad only  no laptop  today at SXSWi  Any SXSW veterans have any reasons why I shouldnt
0,1,0,0,0,0,0,0,0,0,0,0,0,1,They made me a soundcloud ambassador for sxsw I upload music from shows amp they reward me RT mention This soundcloud android app is fresh
0,0,0,0,1,0,0,0,0,0,0,0,1,0,Come find me at the mention booth I have 2 mention iPad cases left and we have 1 more mention to win cbatsxsw SXSW
